results
0.5942484899079501
0.6400023656739904
0.581274536646275
0.5965665250288574
0.6263246429871684
0.6031262629914225
0.5967988955488955
0.5593541311067867
0.5571108243029606
0.8186164656077907
0.6423389736664001
0.5060884193742787
0.5847408418497964
0.6263404805514441
0.5741130376399786
0.6970102077170324
0.6479647374464512
0.6159760126068349
