depth,fix_depth,C,auc
0.0,0.0,0.1,0.8778427550357374
3.0,3.0,0.01,0.8547008547008547
0.0,0.0,10.0,0.9130434782608696
0.0,0.0,0.01,0.893298633702017
0.0,0.0,10.0,0.9396929824561403
