depth,fix_depth,C,auc
3.0,1.0,100.0,0.6683114035087719
1.0,0.0,0.01,0.7572222222222222
13.0,2.0,0.1,0.6613272311212814
17.0,1.0,0.01,0.76
0.0,0.0,0.01,0.6631701631701632
