depth,fix_depth,C,auc
18.0,0.0,10.0,0.7040889526542324
10.0,3.0,0.01,0.6162613981762918
19.0,1.0,0.01,0.7350427350427351
5.0,0.0,100.0,0.6970128022759602
5.0,0.0,100.0,0.6491228070175438
