depth,fix_depth,C,auc
0.0,0.0,10000.0,0.6549741230592294
1.0,1.0,10000.0,0.5264150943396226
5.0,5.0,100.0,0.7252331002331003
4.0,4.0,0.1,0.6223776223776224
0.0,0.0,0.01,0.6608594657375146
