depth,fix_depth,C,auc
0.0,0.0,0.1,0.7357142857142857
0.0,0.0,1.0,0.6351242983159583
7.0,7.0,1.0,0.8251082251082251
2.0,1.0,1000.0,0.6098814229249012
3.0,3.0,100.0,0.6598360655737705
