depth,fix_depth,C,auc
4.0,3.0,100.0,0.6794720252167061
4.0,1.0,0.1,0.6329365079365079
4.0,3.0,10000.0,0.6881147540983606
5.0,5.0,1.0,0.6652908805031447
3.0,0.0,0.1,0.6518883415435139
