depth,fix_depth,C,auc
0.0,0.0,10.0,0.7063310450038139
0.0,0.0,10.0,0.6455505279034691
0.0,0.0,0.1,0.6817466561762393
0.0,0.0,10000.0,0.6987903225806451
0.0,0.0,10.0,0.6858494284588096
