depth,fix_depth,C,auc
0.0,0.0,1.0,0.8044294294294294
2.0,2.0,0.01,0.8100694444444445
1.0,1.0,0.01,0.7930416068866571
0.0,0.0,0.1,0.7285518188057652
0.0,0.0,0.01,0.763888888888889
